voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"ADONE. Pastorale Drammatica. — in Napoli, per Tarquinio Longo. 1614. in 4. con le altre Poesie dell'Autore— Poesia di Marcello—Macedonio.",Adone,,"<a href=""https://www.wikidata.org/wiki/Q30137259"">Marcello Macedonio</a>",pastorale drammatica,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q109279668"">Tarquinio Longo</a>",1614,4,False,,False
"ADONE. Tragedia Musicale rappresentata in Venezia nel Teatro de' SS. Gio. e Paolo. — in Ven. per il Sarzina. 1640 in 12. — Poesia di Paolo Vendramino, Patrizio Veneto. — Musica di Claudio Monteverde, Veneziano, Maestro della Cappella Ducale di S. Marco.",Adone,,Paolo Vendramino,tragedia musicale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982137"">Teatro Santi Giovanni e Paolo</a>","<a href=""https://www.wikidata.org/wiki/Q122599211"">Giacomo Sarzina</a>",1640,12,True,"<a href=""https://www.wikidata.org/wiki/Q53068"">Claudio Monteverdi</a>",False
"ADONE IN CIPRO. Dramma rappresentato l'anno 1676. in Venez. nel Teatro di S. Salvatore. — in Ven. per Gio. Francesco Valvasense. 1676. in 12. — Poesia del Dott. Gianmatteo Giannini, Veneziano. — Musica di D. Giovanni Legrenzi, Veneziano.",Adone In Cipro,,"<a href=""https://www.wikidata.org/wiki/Q102287216"">Gian Matteo Giannini</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982376"">Teatro Goldoni</a>","<a href=""https://www.wikidata.org/wiki/Q112527999"">Giovanni Francesco Valvasense</a>",1676,12,True,"<a href=""https://www.wikidata.org/wiki/Q354947"">Giovanni Legrenzi</a>",False
"ADORAZIONE DE' MAGI. Opera Drammatica. — in Firenze, nella Stamperia di Filippo Popiri, e Franc. Sabbatini. 1642 in 12. — Poesia di Alessandro Adimari, Fiorentino.",Adorazione De' Magi,,"<a href=""https://www.wikidata.org/wiki/Q3609797"">Alessandro Adimari</a>",opera drammatica,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Filippo Popiri,1642,12,False,,False
"ADORAZIONE DE' MAGI. Dramma Musicale. — in Ven. appr. Angiolo Bosio, e Zaccheria Conzatti, 1676. in 12. con le Poesie postume dell'Autore. — Poesia di Antonio Abati, di Ugubbio.",Adorazione De' Magi,,"<a href=""https://www.wikidata.org/wiki/Q599437"">Antonio Abati</a>",dramma musicale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Angelo Bosio,1676,12,False,,False
"ADRASTO. Tragedia (in prosa). — in Palermo, appresso Bua, e Camagna. 1669 in 8 — di Giuseppe Tristaino, Siciliano.",Adrasto,,Giuseppe Tristaino,tragedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Bua,1669,8,False,,False
"ADRASTO, o sia, Dal suo stesso livor la frode oppressa. Opera Scenica (in versi sciolti) rappresentata nel Teatro di San Samuele di Venezia l'anno 1728 — in Ven. appr. Alvise Valvasense. 1728 in 12. — Poesia di L. B. c.8.",Adrasto,Dal Suo Stesso Livor La Frode Oppressa,L. B.,opera scenica,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q1057412"">Teatro San Samuele</a>",Alvise Valvasense,1728,12,False,,False
"ADRIA. Dramma Marittimo (in cinque Atti), nel quale si loda la Città di Venezia. — in Roma, per Francesco Gonzaga. 1715. in 8. con le altre Poesie dell'Autore. — Poesia di Pier Jacopo Martello, Bolognese.",Adria,,"<a href=""https://www.wikidata.org/wiki/Q3902896"">Pier Jacopo Martello</a>",dramma marittimo,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q64358843"">Francesco Gonzaga</a>",1715,8,False,,False
"ADRIANA. Tragedia (in versi sciolti). in Vinegia, appr. Domenico Farri, 1578. in 12. — ivi, presso Fabio e Agostino Zoppini Fratelli, 1582. e 1586 in 12. — ivi, appr. i Sessa. 1610. in 12. — ivi, appr. Antonio Turrini. 1612 in 12. — in Milano, presso Giambatista Bidelli. 1619. in 12. — ed in Ven. per lo Spineda. 1626. in 12. — Poesia di Luigi Grotto, Cieco di Adria.",Adriana,,"<a href=""https://www.wikidata.org/wiki/Q1876177"">Luigi Groto</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q59526386"">Domenico Farri</a>",1586,12,False,,False
"ADRIANO. Tragedia di Giuseppe Squillaci, di Catania.",Adriano,,Giuseppe Squillacci,tragedia,,,,unknown,0,,False,,False
"ADRIANO SUL MONTE CASIO. Dramma rappresentato in Vienna d'Austria nel felicissimo dì Natalizio dell'Imper. Leopoldo l'anno 1677. per comando della Imperatrice Eleonora Maddalena Teresa. — in Vienna, per Gio. Cristoforo Cosmerovio. 1677 in 8. — Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Adriano Sul Monte Casio,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q104283372"">Johann Christoph Cosmerovius</a>",1677,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"ADRIANO IN SIRIA. Dramma rappresentato nella Ces. Corte per il Nome gloriosissimo della S. C. R. M. di Carlo VI. Imp. de' Romani sempre Augusto, per comando della S. C. R. M. di Elisabetta Cristina Imperadrice Regnante l'anno 1732 — in Vienna, appr. Gio. Pietro Van Ghelen, 1732 in 8. — Poesia dell'Abate Metastasio, Romano. — Musica di Antonio Caldara, Veneziano, Vice Maestro di Cappella dell'Imperadore. — Replicato l'anno 1733. in Venezia nel Teatro di S. Gian—Grisostomo. — in Ven. presso Carlo Buonarrigo. 1733 in 12. — Musica di Gimuniano, Giacomelli, Parmigiano, Maestro di Cappella del Duca di Parma. — Replicato nello stesso Teatro l'anno 1740. con moltissimi cambiamenti. — In Venez. presso Marino Rossetti. 1740. 12. — Musica di Antonio Giai.",Adriano In Siria,,"<a href=""https://www.wikidata.org/wiki/Q29473"">Pietro Metastasio</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>","<a href=""https://www.wikidata.org/wiki/Q3982047"">Teatro Malibran</a>","<a href=""https://www.wikidata.org/wiki/Q1695821"">Johann Peter van Ghelen</a>",1732,8,True,"<a href=""https://www.wikidata.org/wiki/Q311571"">Antonio Caldara</a>",False
ADULATORE. Commedia (in prosa). — Ven. per il Bettinelli. 1740 in 8 — di Gio. Camillo Canzachi.,Adulatore,,"<a href=""https://www.wikidata.org/wiki/Q5563792"">Giovanni Camillo Canzachi</a>",commedia,prose,,,"<a href=""https://www.wikidata.org/wiki/Q110504049"">Giuseppe Bettinelli</a>",1740,8,False,,False
"ADUNANZA DEGLI SPENSIERATI. Prologo al Pastor Fido. — Poesia di Niccolò Corradini, della Mirandola.",Adunanza Degli Spensierati,,"<a href=""https://www.wikidata.org/wiki/Q1365580"">Nicolò Corradini</a>",prologo,,,,unknown,0,,False,,False
"AFFANNATORE. Commedia di Terenzio (in verso sciolto) tradotta in Italiano. — in Ven. senza Stampatore, che per altro è Cristoforo Zane. — 1728 in 8 — Poesia di Luisa Bergalli, Veneziana, tra gli Arcadi Irminda Partenide.",Affannatore,,"<a href=""https://www.wikidata.org/wiki/Q1433799"">Luisa Bergalli</a>",commedia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1728,8,False,,True
"AFFARI ED AMORI, o sia Gratitudine umana. Dramma. — in Milano, per Giuseppe Malatesta 1702. in 12. nel quarto Volume dell'Opere dell'Autore. — Poesia di Carlo Maria Maggi, Milanese.",Affari Ed Amori,Gratitudine Umana,"<a href=""https://www.wikidata.org/wiki/Q1150131"">Carlo Maria Maggi</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,"<a href=""https://www.wikidata.org/wiki/Q122599193"">Giuseppe Richino Malatesta</a>",1702,12,False,,False
"AFFETTI AMOROSI. Favola Boschereccia. — in Ven. per Riccardo Amadino. 1590 e 1592 in 12. — Poesia di Tranquillo Ambrosini, di Sinigaglia.",Affetti Amorosi,,"<a href=""https://www.wikidata.org/wiki/Q125676554"">Tranquillo Ambrosini</a>",favola boschereccia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q674972"">Ricciardo Amadino</a>",1592,12,False,,False
"AFFETTI GIOVENILI. Opera Morale (in prosa, ed in cinque Atti), nella quale si rappresenta il Dottorato, il Cavalierato, e la Religione, con sei Intermedi apparenti (in versi) il Caos, la Natura, l'Arme, le Lettere, la Religione, e l'Immortalità, recitata nell'illustre, e molto magnifica Accademia di Murano, &c. — in Venezia, appresso Giambatista Colonini. 1605 in 8 — di Tommaso Buoni, Lucchese, Accademico Romano.",Affetti Giovenili,,"<a href=""https://www.wikidata.org/wiki/Q56648069"">Tommaso Buoni</a>",opera morale,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Giovanni Battista Colonini,1605,8,False,,False
"AFFETTI DEL MONDO COMBATTUTE DALL AMOR DEL CIELO. Dramma. — in Parma, nella Stamperia Ducale. 1693 in 8 — Poesia d'incerto Autore.",Affetti Del Mondo Combattute Dall Amor Del Cielo,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q2683"">Parma</a>",,Stamperia Ducale,1693,8,False,,False
"AFFETTI PIÙ GRANDI VINTI DAL PIU GIUSTO. Dramma per Musica nel felicissimo giorno Natalizio della S. C. R. M. di Giuseppe I. Re de' Romani, per comando della S. C. R. M. di Amalia Wilelmina Regina de' Romani l'anno 1701 — in Vienna, appr. Susanna Cristina Vedova di Matteo Cosmerovio. 1701 in 8 — Poesia di Donato Cupeda. — Musica di Gio. Bononcini, Bolognese.",Affetti Più Grandi Vinti Dal Piu Giusto,,"<a href=""https://www.wikidata.org/wiki/Q98636911"">Donato Cupeda</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q106080028"">Susanna Christina Cosmerovius</a>",1701,8,True,"<a href=""https://www.wikidata.org/wiki/Q315241"">Giovanni Bononcini</a>",False
"AFFETTI. Ragionam. Famil. — Venezia, per il Simberti 1570 in 8 — ivi per il Bonibelli. 1596 in 8 — ivi per i Sessa. 1596 e 1597 in 12. — ivi per il Spineda, 1608. in 12. — di Bernardino Pino da' Cagli.",Affetti,,"<a href=""https://www.wikidata.org/wiki/Q3638727"">Bernardino Pino da Cagli</a>",ragionamento familiare,,,,"<a href=""https://www.wikidata.org/wiki/Q110086612"">Domenico Imberti</a>",1570,8,False,,False
"AFFLITTI CONSOLATI. Commedia (in prosa). — in Ven. appr. Sebastiano de Combi, 1606 in 12. — di Alfonso Romei, di Ferrara.",Afflitti Consolati,,"<a href=""https://www.wikidata.org/wiki/Q125692261"">Alfonso Romei</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q108717253"">Sebastiano Combi</a>",1606,12,False,,False
"AFFRICA LIBERATA. Favola Tragica Regia Pastorale. — in Piacenza, per Gio. Antonio Ardizzoni, 1643. in 8 — Poesia di Bartolommeo Lucchini, tra gli Accademici Novelli di Codogno detto il Risorgente.",Affrica Liberata,,Bartolomeo Lucchini,favola tragica,,"<a href=""https://www.wikidata.org/wiki/Q13329"">Piacenza</a>",,Antonio Ardizzoni,1643,8,False,,False
"AFFRODITE. Tragedia. — in Verona, per Sebastiano, e Gio. delle Donne. 1578 in 8 — Poesia di Adriano Valerino, Veronese.",Affrodite,,"<a href=""https://www.wikidata.org/wiki/Q4685603"">Adriano Valerini</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2028"">Verona</a>",,Sebastiano e Giovanni delle Donne,1578,8,False,,False
"AFRONIA RIPENTITA, ovvero, le Feste di Napoli sturbate. Tragedia. in Carpi, appr. Girolamo Vaschetti. 1617 in 4 — Poesia di Giulio Cammillo Cavallini, di Carpi, con li Cori di Eugenio suo Figliuolo.",Afronia Ripentita,Le Feste Di Napoli Sturbate,Giulio Cammillo Cavallini,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q100041"">Carpi</a>",,Girolamo Vaschetti,1617,4,False,,False
"AGAMENNONE. Tragedia di Seneca tradotta in versi sciolti. — in Venezia, appr. Marco Ginammi, 1622 in 8 — Poesia di Ettore Nini, Accademico Filomato, Sanese.",Agamennone,,"<a href=""https://www.wikidata.org/wiki/Q101094734"">Ettore Nini</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q59526923"">Marco Ginammi</a>",1622,8,False,,True
"AGAMENNONE. Tragedia di Seneca tradotta in versi sciolti. — in Venezia, appr. Giambatista, e Marchiò Sessa Fratelli. 1560. in 12. con altre nove del medesimo Traduttore. — Poesia di Lodovico Dolce, Veneziano.",Agamennone,,"<a href=""https://www.wikidata.org/wiki/Q1867806"">Lodovico Dolce</a>",tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Giovanni Battista e Marchiò Sessa,1560,12,False,,True
"AGAMENNONE. Tragedia di Seneca tradotta dal Latino in Italiano. — Colonia, per l'Ilden. 1708 in 4 — di Giorgio Roppacini.",Agamennone,,Giorgio Roppacini,tragedia,,,,Ilden,1708,4,False,,True
"AGAMENNONE. Tragedia tradotta dal Francese in prosa. — in Bologna, per il Longhi. 1719 in 12. — del Co. Antonio Zaniboni, Bolognese.",Agamennone,,"<a href=""https://www.wikidata.org/wiki/Q605793"">Antonio Zaniboni</a>",tragedia,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q98645100"">Giuseppe Longhi</a>",1719,12,False,,True
"AGAR. Oratorio. — in Bologna, nella Stamperia Camerale. 1689 in 8 — Poesia di Gregorio Malisardi.",Agar,,Gregorio Malisardi,oratorio,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,Stamperia Camerale,1689,8,False,,False
AGATA. Dramma Musicale. — Poesia di Carlo Mancini di Catania.,Agata,,Carlo Mancini di Catania,dramma musicale,,,,unknown,0,,False,,False
"AGATA (S.) Oratorio cantato nell'Augustissima Cappella della S. C. R. M. dell'Imperadrice Eleonora l’ anno 1678 — in Vienna d'Austria, per il Cosmerovio, 1678 in 4 — Poesia del P. Luigi Ficieni.",Santa Agata,,Luigi Ficieni,oratorio,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q55125046"">Matthäus Cosmerovius</a>",1678,4,False,,False
"AGATA (S.) Tragedia Sacra (in prosa). — in Catania, appr. Vincenzo Petronio. 1663 in 8 — di Giuseppe Squillacci, di Catania.",Santa Agata,,Giuseppe Squillacci,?,prose,"<a href=""https://www.wikidata.org/wiki/Q1903"">Catania</a>",,Vincenzo Petronio,1663,8,False,,False
"AGATA (S.) Tragedia Sacra, posta in luce da Martino la Farina. — in Palermo, per Giambatista Maringo, 1663 in 12. — Poesia del P. Ortensio Scamacca, Siciliano, della Compagnia di Gesù.",Santa Agata,,Ortensio Scamacca,?,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,"<a href=""https://www.wikidata.org/wiki/Q107379881"">Giovanni Battista Maringo</a>",1663,12,False,,False
"AGATA (S.) Tragedia Sacra. — in Palermo, per il Bisagni, 1664 in 12. — Poesia di Lionardo Omodei, nell'Accademia di Palermo detto lo Avvivato.",Santa Agata,,Lionardo Omodei,?,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Bisagni,1664,12,False,,False
"AGATA COSTANTE. Tragedia. — in Viterbo, per Bernardino Diotallevi. 1602 in 12. — Poesia di Fr. Bernardino Turamini, Minor Osserv.",Agata Costante,,Bernardino Turamini,tragedia,,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q94657489"">Bernardino Diotallevi</a>",1602,12,False,,False
"AGATA COSTANTE. Rappresentazione. — Viterbo, per il Discepolo. 1630 in 12. — di Fr. Bernardino Turamini Min. Osserv.",Agata Costante,,Bernardino Turamini,rappresentazione,,,,"<a href=""https://www.wikidata.org/wiki/Q86599631"">Pietro Discepolo</a>",1630,12,False,,False
"AGATA COSTANTE (S.) Tragica Rappresentazione posta in Atto scenico (in prosa). — in Firenze, nella Stamperia del Sermartelli. 1640 in 12. — di D. Michiel Angiole Fantini, da Colle di Val d'Ella.",Santa Agata Costante,,Michelangelo Fantini,?,prose,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q107123511"">Bartolomeo II Sermartelli</a>",1640,12,False,,False
"AGATA MARTIRIZZATA. Rappresentazione. — in Napoli, per Giambatista Sottile. 1608 in 8 — ed ivi, per Eustazio Nucci. 1617 in 12. — Poesia di Girolamo Chisella.",Agata Martirizzata,,Girolamo Chisella,rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q105886169"">Giovanni Battista Sottile</a>",1608,8,False,,False
"AGESILAO. Tragedia, tradotta dal Francese di Pietro Cornelio (in prosa). in Bologna, per il Longhi. senz'anno. in 12. — d'Incerto.",Agesilao,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",tragedia,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q98645100"">Giuseppe Longhi</a>",0,12,False,,True
AGESILAO. Tragedia tradotta da Giuseppe Baretti. — Venez. per il Bertella. 1747 in 4 con altre Tragedie. — di Pietro Cornelio.,Agesilao,,"<a href=""https://www.wikidata.org/wiki/Q747"">Pierre Corneille</a>",tragedia,,,,Bertella,1747,4,False,,True
"AGIDE RE DI SPARTA. Dramma rappresentato l'anno 1725. in Venezia nel Teatro di S. Mosè. — in Ven. appresso Marino Rossetti. 1725. in 12. — Poesia di Luisa Bergalli, Veneziana, tra gli Arcadi, Irminda Partenide. — Musica di Giovanni Porta, Veneziano.",Agide Re Di Sparta,,"<a href=""https://www.wikidata.org/wiki/Q1433799"">Luisa Bergalli</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1725,12,True,"<a href=""https://www.wikidata.org/wiki/Q571407"">Giovanni Porta</a>",False
"AGLAE. Tragedia Sacra. — in Firenz. nella Stamperia di Pietro Nesti. 1655 in 4 — Poesia di Girolamo Bartolommei, già Smeducci.",Aglae,,"<a href=""https://www.wikidata.org/wiki/Q109876959"">Girolamo Bartolommei</a>",tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q118733370"">Pietro Nesti</a>",1655,4,False,,False
"AGNELLA. Commedia (in prosa) recitata in Asola nella venuta del Duca di Nemours, del Duca di Buillon, ed altri Francesi. — Trevigi. 1558 in 8 — ed in Venez. appresso Alde 1585 in 8 — di Carlo Turco, Asolano.",Agnella,,"<a href=""https://www.wikidata.org/wiki/Q3659919"">Carlo Turco</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q5475"">Treviso</a>",,"<a href=""https://www.wikidata.org/wiki/Q213220"">Aldus Manutius</a>",1558,8,False,,False
"AGNESA (S.) Rappresentazione Sacra. in Firenze, per Michiel—Agnolo di Bartolommeo Sermartelli. 1591 in 8, ed in Serravalle di Venezia, per Matteo Claseri. 1606 in 12. — Poesia di Fr. Gio. Angiolo Lottini, dell'Ordine de' Servi di Maria.",Santa Agnesa,,"<a href=""https://www.wikidata.org/wiki/Q56006600"">Giovanni Angelo Lottini</a>",?,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,"<a href=""https://www.wikidata.org/wiki/Q58233412"">Michelangelo Sermartelli</a>",1591,8,False,,False
"AGNESA (S.) Tragedia. — in Catania. 1673 in 8 — Poesia di Carlo Mancini, di Catania.",Santa Agnesa,,Carlo Mancini,?,,"<a href=""https://www.wikidata.org/wiki/Q1903"">Catania</a>",,unknown,1673,8,False,,False
"AGNESA DI FAENZA. Commedia in versi. — Verona, per il Vallarsi, 1743 in 8 — di Giulio Cesare Beccelli Veronese.",Agnesa Di Faenza,,"<a href=""https://www.wikidata.org/wiki/Q3769557"">Giulio Cesare Becelli</a>",commedia,verse,,,Jacopo Vallarsi,1743,8,False,,False
"AGNESE. Tragedia Sacra. — in Palermo, appresso Niccolò Bua, e Michele Portanova. 1646 in 12. — Poesia di Fr. Cherubino Bello, Siciliano, di Terranova.",Agnese,,Cherubino Bello,tragedia sacra,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,Niccolò Bua,1646,12,False,,False
